,0
discriminant rules,0.3333333333333333
working relations,0.3333333333333333
data auditing tools,0.32407407407407407
evaluation metrics,0.32407407407407407
iterative Pattern-Fusion,0.32407407407407407
bitmapped join indexing,0.32407407407407407
collective outliers,0.32407407407407407
frequent patterns,0.32407407407407407
relational OLAP,0.31481481481481477
data objects,0.31481481481481477
proximity-based methods,0.31481481481481477
sub-itemset pruning,0.31481481481481477
phylogenetic trees,0.31481481481481477
temporal data,0.31481481481481477
networked data,0.31481481481481477
data matrix,0.31481481481481477
CBLOF,0.3055555555555555
data reduction,0.3055555555555555
databases,0.3055555555555555
Pattern-Fusion,0.3055555555555555
clustering,0.3055555555555555
clusters,0.3055555555555555
partitioning methods,0.3055555555555555
descendant cells,0.3055555555555555
video data analysis,0.2962962962962963
efﬁciency,0.2962962962962963
multimedia data,0.2962962962962963
sampling,0.2962962962962963
samples,0.2962962962962963
virtual warehouses,0.2962962962962963
spatiotemporal data mining,0.2962962962962963
bin boundaries,0.2962962962962963
redundancy,0.28703703703703703
pattern evaluation measures,0.28703703703703703
facts,0.28703703703703703
normalization,0.28703703703703703
ordinal attributes,0.28703703703703703
densiﬁcation power law,0.28703703703703703
noisy data,0.2777777777777778
ratio-scaled attributes,0.2777777777777778
telecommunications industry,0.2777777777777778
market basket analysis,0.2777777777777778
documents,0.2777777777777778
true negatives,0.2777777777777778
data warehouses,0.2777777777777778
ancestor cells,0.2777777777777778
cube shells,0.2777777777777778
global constants,0.2777777777777778
naive Bayesian classiﬁcation,0.2777777777777778
numeric data,0.2777777777777778
multimedia data analysis,0.2777777777777778
data mining,0.2685185185185185
cube space,0.2685185185185185
prediction cubes,0.2685185185185185
oversampling,0.2685185185185185
geographic data warehouses,0.2685185185185185
distance-based cluster analysis,0.25925925925925924
intrusion detection,0.25925925925925924
OPTICS,0.25925925925925924
data integration,0.25925925925925924
predicates,0.25925925925925924
iceberg cubes,0.25
SQL,0.25
attribute subset selection,0.25
signature-based detection,0.25
contextual outlier detection,0.25
pattern evaluation,0.24074074074074073
data characterization,0.24074074074074073
biases,0.24074074074074073
recursive partitioning,0.24074074074074073
integrated data warehouses,0.24074074074074073
tilted time windows,0.24074074074074073
forward algorithm,0.24074074074074073
sparse data,0.24074074074074073
nonlinear SVMs,0.24074074074074073
variance,0.24074074074074073
background knowledge,0.24074074074074073
numeric attributes,0.24074074074074073
skewed data,0.24074074074074073
linear regression,0.23148148148148145
median,0.23148148148148145
uniform support,0.23148148148148145
BCubed precision metric,0.23148148148148145
compression,0.23148148148148145
privacy-preserving data mining,0.23148148148148145
hamming distance,0.23148148148148145
simple random sample without replacement,0.23148148148148145
weighted Euclidean distance,0.23148148148148145
perception-based classiﬁcation,0.23148148148148145
positive tuples,0.23148148148148145
supremum distance,0.23148148148148145
lossless compression,0.2222222222222222
application-speciﬁc outlier detection,0.2222222222222222
subcube queries,0.2222222222222222
support,0.2222222222222222
Mahalanobis distance,0.2222222222222222
supervised outlier detection,0.2222222222222222
schemas,0.2222222222222222
density-based methods,0.2222222222222222
univariate outlier detection,0.2222222222222222
query models,0.2222222222222222
parametric data reduction,0.2222222222222222
backpropagation,0.2222222222222222
boosting,0.2222222222222222
Boolean attributes,0.2222222222222222
CART,0.2222222222222222
squashing function,0.2222222222222222
generalized linear models,0.2222222222222222
class label attributes,0.21296296296296297
smoothing,0.21296296296296297
ordered attributes,0.21296296296296297
data focusing,0.21296296296296297
survival analysis,0.21296296296296297
ﬁnancial data analysis,0.21296296296296297
constraint-based patterns/rules,0.21296296296296297
probabilistic clusters,0.21296296296296297
max conﬁdence measure,0.21296296296296297
splitting attributes,0.21296296296296297
data marts,0.21296296296296297
reachability density,0.21296296296296297
FOIL,0.21296296296296297
stick ﬁgure visualization,0.21296296296296297
random walk,0.21296296296296297
equal-width histograms,0.2037037037037037
data models,0.2037037037037037
integrators,0.2037037037037037
multiclass classiﬁcation,0.2037037037037037
indexes,0.2037037037037037
multidimensional data analysis,0.2037037037037037
holistic measures,0.2037037037037037
Euclidean distance,0.2037037037037037
possibility theory,0.2037037037037037
posterior probability,0.2037037037037037
precision measure,0.2037037037037037
DDPMine,0.2037037037037037
tag clouds,0.2037037037037037
stepwise backward elimination,0.2037037037037037
signiﬁcance measure,0.2037037037037037
complete-linkage algorithm,0.19444444444444442
multidimensional OLAP,0.19444444444444442
IQR,0.19444444444444442
CLIQUE,0.19444444444444442
stepwise forward selection,0.19444444444444442
synchronous generalization,0.19444444444444442
greedy methods,0.19444444444444442
univariate Gaussian mixture model,0.19444444444444442
Apriori pruning method,0.19444444444444442
associative classiﬁcation,0.19444444444444442
recall measure,0.19444444444444442
silhouette coefﬁcient,0.19444444444444442
DNA chips,0.19444444444444442
subspace clustering methods,0.19444444444444442
data transformation,0.18518518518518517
data discretization,0.18518518518518517
unsupervised outlier detection,0.18518518518518517
objective interestingness measures,0.18518518518518517
ordering,0.18518518518518517
quantile-quantile plots,0.18518518518518517
nonvolatile data warehouses,0.18518518518518517
row enumeration,0.18518518518518517
multitier data warehouses,0.18518518518518517
conﬁdence,0.18518518518518517
correlation analysis,0.18518518518518517
illustrated,0.18518518518518517
grid-based outlier detection,0.18518518518518517
ROC curves,0.18518518518518517
measures,0.17592592592592593
HilOut algorithm,0.17592592592592593
subspace search methods,0.17592592592592593
subset checking,0.17592592592592593
pattern-guided mining,0.17592592592592593
invisible data mining,0.17592592592592593
models,0.17592592592592593
intracuboid query expansion,0.17592592592592593
spatial data,0.17592592592592593
Minkowski distance,0.17592592592592593
modularity,0.17592592592592593
sequences,0.17592592592592593
STING,0.16666666666666666
equivalence classes,0.16666666666666666
contextual outliers,0.16666666666666666
time-series data,0.16666666666666666
structural data analysis,0.16666666666666666
networks,0.16666666666666666
repetition,0.16666666666666666
quantile plots,0.16666666666666666
positively skewed data,0.16666666666666666
predicate sets,0.16666666666666666
hierarchical methods,0.16666666666666666
BIRCH,0.16666666666666666
negative patterns,0.16666666666666666
interdimensional association rules,0.16666666666666666
quartiles,0.16666666666666666
data cubes,0.15740740740740738
grid-based methods,0.15740740740740738
simple random sample with replacement,0.15740740740740738
bootstrap method,0.15740740740740738
differential privacy,0.15740740740740738
knowledge,0.15740740740740738
fact tables,0.15740740740740738
pattern-based clustering,0.15740740740740738
subsequence,0.15740740740740738
single-linkage algorithm,0.15740740740740738
CELL method,0.15740740740740738
dimensionality reduction,0.15740740740740738
bar charts,0.15740740740740738
clustering-based outlier detection,0.15740740740740738
sequence data analysis,0.15740740740740738
data quality,0.15740740740740738
multivariate outlier detection,0.14814814814814814
distance-based outlier detection,0.14814814814814814
accuracy,0.14814814814814814
algebraic measures,0.14814814814814814
dissimilarity,0.14814814814814814
probability,0.14814814814814814
density-based outlier detection,0.14814814814814814
gateways,0.14814814814814814
histograms,0.14814814814814814
principle components analysis,0.14814814814814814
visual data mining,0.14814814814814814
iceberg condition,0.14814814814814814
interactive data mining,0.14814814814814814
collaborative recommender systems,0.14814814814814814
substructures,0.14814814814814814
multidimensional databases,0.14814814814814814
tuples,0.14814814814814814
full materialization,0.14814814814814814
classiﬁcation-based outlier detection,0.14814814814814814
learning,0.14814814814814814
believability,0.14814814814814814
linearly inseparable data,0.14814814814814814
uncertainty sampling,0.1388888888888889
stratiﬁed samples,0.1388888888888889
graph data,0.1388888888888889
Google,0.1388888888888889
initial working relations,0.1388888888888889
Chameleon,0.1388888888888889
multidimensional data mining,0.1388888888888889
semantic annotations,0.1388888888888889
noise ﬁltering,0.1388888888888889
data mining systems,0.1388888888888889
must-link constraints,0.12962962962962962
customer relationship management,0.12962962962962962
shared-sorts,0.12962962962962962
attribute construction,0.12962962962962962
equal-frequency histograms,0.12962962962962962
instance-based learners,0.12962962962962962
dice operation,0.12962962962962962
semi-supervised classiﬁcation,0.12962962962962962
δ-bicluster algorithm,0.12962962962962962
evolution,0.12962962962962962
classiﬁers,0.12962962962962962
data cube aggregation,0.12962962962962962
active learning,0.12962962962962962
moving-object data mining,0.12962962962962962
pattern-trees,0.12962962962962962
stream data,0.12037037037037036
algorithms,0.12037037037037036
extraction,0.12037037037037036
vertical data format,0.12037037037037036
scalable computation,0.12037037037037036
graph cuts,0.12037037037037036
centroid distance,0.12037037037037036
statistical models,0.12037037037037036
shell cubes,0.12037037037037036
covariance,0.12037037037037036
star schema,0.12037037037037036
wavelet transforms,0.12037037037037036
standard deviation,0.12037037037037036
imbalance problem,0.12037037037037036
frequent pattern mining,0.12037037037037036
relational databases,0.12037037037037036
genetic algorithms,0.1111111111111111
clustering-based quantitative associations,0.1111111111111111
l-diversity method,0.1111111111111111
training,0.1111111111111111
query languages,0.1111111111111111
ChiMerge,0.1111111111111111
dispersion of data,0.1111111111111111
point queries,0.1111111111111111
test sets,0.1111111111111111
informativeness model,0.1111111111111111
AdaBoost,0.1111111111111111
incremental data mining,0.1111111111111111
splitting subset,0.1111111111111111
indexing,0.1111111111111111
wrappers,0.1111111111111111
predictors,0.1111111111111111
SVMs,0.1111111111111111
queries,0.1111111111111111
concept hierarchy generation,0.1111111111111111
data cube computation,0.1111111111111111
complex data types,0.1111111111111111
pattern clustering,0.10185185185185185
cross-validation,0.10185185185185185
greedy hill-climbing,0.10185185185185185
pruning,0.10185185185185185
clustering space,0.10185185185185185
CBA,0.10185185185185185
CLARA,0.10185185185185185
generative model,0.10185185185185185
iterative relocation techniques,0.10185185185185185
sequential pattern mining,0.10185185185185185
subset testing,0.10185185185185185
distributed data mining,0.10185185185185185
email spam ﬁltering,0.10185185185185185
social networks,0.10185185185185185
chi-square test,0.10185185185185185
audio data mining,0.10185185185185185
statistical data mining,0.10185185185185185
absolute support,0.10185185185185185
data validation,0.10185185185185185
Kulczynski measure,0.09259259259259259
interpretability,0.09259259259259259
majority voting,0.09259259259259259
spatiotemporal data analysis,0.09259259259259259
signiﬁcance levels,0.09259259259259259
correlations,0.09259259259259259
application domain-speciﬁc semantics,0.09259259259259259
graphic displays,0.09259259259259259
BCubed recall metric,0.09259259259259259
loan payment prediction,0.09259259259259259
prediction,0.09259259259259259
technologies,0.09259259259259259
partial distance method,0.09259259259259259
Gini index,0.09259259259259259
core descendants,0.09259259259259259
items,0.09259259259259259
generalization,0.09259259259259259
multimedia data mining,0.08333333333333333
δ-pCluster,0.08333333333333333
spatial data mining,0.08333333333333333
querying function,0.08333333333333333
prior probability,0.08333333333333333
similarity,0.08333333333333333
materialization,0.08333333333333333
supervised learning,0.08333333333333333
probabilistic model-based clustering,0.08333333333333333
proximity measures,0.08333333333333333
scalability,0.08333333333333333
knowledge discovery,0.08333333333333333
trend analysis,0.08333333333333333
regression,0.08333333333333333
statistics,0.08333333333333333
AGNES,0.08333333333333333
content-based retrieval,0.08333333333333333
farthest-neighbor clustering algorithm,0.08333333333333333
business metadata,0.08333333333333333
Forest-RC,0.08333333333333333
data security-enhancing techniques,0.08333333333333333
Jaccard coefﬁcient,0.08333333333333333
Tanimoto coefﬁcient,0.08333333333333333
constraints,0.08333333333333333
knowledge bases,0.07407407407407407
afﬁnity matrix,0.07407407407407407
speed,0.07407407407407407
cluster computing,0.07407407407407407
absolute-error criterion,0.07407407407407407
timeliness,0.07407407407407407
expected values,0.07407407407407407
link mining,0.07407407407407407
CVQE algorithm,0.07407407407407407
probabilistic hierarchical clustering,0.07407407407407407
lossy compression,0.07407407407407407
error rates,0.07407407407407407
negative transfer,0.07407407407407407
k-medoids,0.07407407407407407
data visualization,0.07407407407407407
three-layer neural networks,0.07407407407407407
abstraction levels,0.07407407407407407
retail industry,0.07407407407407407
single-dimensional association rules,0.07407407407407407
AVC-set,0.07407407407407407
ID3,0.07407407407407407
sequential covering algorithm,0.07407407407407407
sparsest cuts,0.07407407407407407
FindCBLOF algorithm,0.07407407407407407
distributions,0.07407407407407407
knowledge mining,0.06481481481481481
cuboid trees,0.06481481481481481
biological sequences,0.06481481481481481
multidimensional histograms,0.06481481481481481
multilevel association rules,0.06481481481481481
default rules,0.06481481481481481
MaPle,0.06481481481481481
similarity measures,0.06481481481481481
data rich but information poor,0.06481481481481481
CPAR Association Rules,0.06481481481481481
mode,0.06481481481481481
directed acyclic graphs,0.06481481481481481
dimension/level,0.06481481481481481
margin,0.06481481481481481
k-fold cross-validation,0.06481481481481481
data streams,0.06481481481481481
language model,0.06481481481481481
chunks,0.06481481481481481
CF-trees,0.06481481481481481
interval-scaled attributes,0.06481481481481481
Bayesian belief networks,0.06481481481481481
web directories,0.06481481481481481
chunking,0.06481481481481481
case updating,0.06481481481481481
strong association rules,0.06481481481481481
time-variant data warehouses,0.06481481481481481
numerosity reduction,0.06481481481481481
scatter plots,0.06481481481481481
asymmetric binary dissimilarity,0.06481481481481481
advanced data analysis,0.06481481481481481
predictive statistics,0.05555555555555555
split-point,0.05555555555555555
interestingness,0.05555555555555555
data migration tools,0.05555555555555555
transactional databases,0.05555555555555555
unimodal,0.05555555555555555
test tuples,0.05555555555555555
angle-based outlier factor,0.05555555555555555
weight arithmetic mean,0.05555555555555555
top-k queries,0.05555555555555555
cuboids,0.05555555555555555
refresh,0.05555555555555555
automatic classiﬁcation,0.05555555555555555
model selection,0.05555555555555555
multidimensional data model,0.05555555555555555
composite join indices,0.05555555555555555
path-based similarity,0.05555555555555555
Worlds-with-Worlds,0.05555555555555555
SimRank,0.05555555555555555
inverted indexes,0.05555555555555555
quantitative association rules,0.05555555555555555
World Wide Web,0.05555555555555555
biclusters,0.05555555555555555
kernel function,0.05555555555555555
learning rates,0.05555555555555555
knowledge extraction,0.05555555555555555
biclustering,0.05555555555555555
aggregation,0.05555555555555555
aggregate cells,0.046296296296296294
mutation operator,0.046296296296296294
rule pruning,0.046296296296296294
z-score normalization,0.046296296296296294
sparsity coefﬁcient,0.046296296296296294
splitting criterion,0.046296296296296294
frequent subgraphs,0.046296296296296294
star-trees,0.046296296296296294
k-predicate sets,0.046296296296296294
anomaly mining,0.046296296296296294
curse of dimensionality,0.046296296296296294
high-dimensional data,0.046296296296296294
signiﬁcance tests,0.046296296296296294
image data analysis,0.046296296296296294
crossover operation,0.046296296296296294
Star-Cubing,0.046296296296296294
pattern analysis,0.046296296296296294
subject-oriented data warehouses,0.046296296296296294
clustering features,0.046296296296296294
tables,0.046296296296296294
Clustering Large Applications based upon Randomized Search,0.046296296296296294
Bayesian classiﬁcation,0.046296296296296294
wavelet coefﬁcients,0.046296296296296294
neighborhoods,0.046296296296296294
data selection,0.046296296296296294
data generalization,0.046296296296296294
Manhattan distance,0.046296296296296294
pairwise alignment,0.046296296296296294
gradient descent strategy,0.046296296296296294
near-match patterns/rules,0.046296296296296294
false positives,0.046296296296296294
planning and analysis tools,0.046296296296296294
business query view,0.046296296296296294
Student’s t-test,0.046296296296296294
time-series data analysis,0.037037037037037035
discretization,0.037037037037037035
attribute-oriented induction,0.037037037037037035
database queries,0.037037037037037035
dendrograms,0.037037037037037035
nested loop algorithm,0.037037037037037035
text data,0.037037037037037035
null rules,0.037037037037037035
top-k patterns/rules,0.037037037037037035
data source view,0.037037037037037035
multilayer feed-forward neural networks,0.037037037037037035
class imbalance problem,0.037037037037037035
sensitivity measure,0.037037037037037035
exhaustive rules,0.037037037037037035
linearly,0.037037037037037035
completeness,0.037037037037037035
extraction/transformation/loading,0.037037037037037035
clustering quality measurement,0.037037037037037035
ranking,0.037037037037037035
C4,0.037037037037037035
prepruning,0.037037037037037035
speech recognition,0.037037037037037035
regression analysis,0.037037037037037035
graph index structures,0.037037037037037035
harmonic mean,0.037037037037037035
AVC-group,0.037037037037037035
boxplots,0.037037037037037035
horizontal data format,0.037037037037037035
distributive measures,0.037037037037037035
slice operation,0.037037037037037035
Partitioning Around Medoids,0.037037037037037035
constraint-based sequential pattern mining,0.037037037037037035
power law distribution,0.037037037037037035
antimonotonic measures,0.037037037037037035
symmetric binary dissimilarity,0.037037037037037035
cost complexity pruning algorithm,0.037037037037037035
average,0.037037037037037035
agglomerative hierarchical method,0.037037037037037035
Karush-Kuhn-Tucker,0.037037037037037035
pattern-based classiﬁcation,0.037037037037037035
shared dimensions,0.027777777777777776
customer retention analysis,0.027777777777777776
partial materialization,0.027777777777777776
cyber-physical systems,0.027777777777777776
online transaction processing,0.027777777777777776
square-error function,0.027777777777777776
taxonomy formation,0.027777777777777776
correlation coefﬁcient,0.027777777777777776
self-training,0.027777777777777776
positive correlation,0.027777777777777776
IBM Intelligent Miner,0.027777777777777776
sentiment classiﬁcation,0.027777777777777776
structural context-based similarity,0.027777777777777776
search engines,0.027777777777777776
one-class model,0.027777777777777776
dimensions,0.027777777777777776
two-layer neural networks,0.027777777777777776
simultaneous aggregation,0.027777777777777776
singular value decomposition,0.027777777777777776
error-correcting codes,0.027777777777777776
mixed-effect models,0.027777777777777776
transfer learning,0.027777777777777776
knowledge type constraints,0.027777777777777776
discrete attributes,0.027777777777777776
two-level hash index structure,0.027777777777777776
item merging,0.027777777777777776
web-document classiﬁcation,0.027777777777777776
multiple linear regression,0.027777777777777776
Hopkins statistic,0.027777777777777776
icon-based visualization,0.027777777777777776
starnet query model,0.027777777777777776
central tendency measures,0.018518518518518517
bottom-up subspace search,0.018518518518518517
semi-supervised learning,0.018518518518518517
leave-one-out,0.018518518518518517
analytical processing,0.018518518518518517
exceptions,0.018518518518518517
all conﬁdence measure,0.018518518518518517
support vector machines,0.018518518518518517
lazy learners,0.018518518518518517
statistical descriptions,0.018518518518518517
constraint-based mining,0.018518518518518517
maximum marginal hyperplane,0.018518518518518517
base cuboids,0.018518518518518517
subspace clustering,0.018518518518518517
lattice of cuboids,0.018518518518518517
web mining,0.018518518518518517
hidden Markov model,0.018518518518518517
statistical outlier detection methods,0.018518518518518517
values,0.018518518518518517
bipartite graphs,0.018518518518518517
Structural Clustering Algorithm for Networks,0.018518518518518517
information retrieval,0.018518518518518517
closed graphs,0.018518518518518517
structures,0.018518518518518517
recognition rate,0.018518518518518517
front-end client layer,0.018518518518518517
replication,0.018518518518518517
anomalies,0.018518518518518517
interestingness constraints,0.018518518518518517
ensemble methods,0.018518518518518517
univariate distribution,0.018518518518518517
mutual information,0.018518518518518517
attribute selection measures,0.018518518518518517
dissimilarity matrix,0.018518518518518517
similarity searches,0.018518518518518517
dynamic itemset counting,0.018518518518518517
dimensionality reduction methods,0.018518518518518517
discriminant analysis,0.018518518518518517
distance measures,0.018518518518518517
association rules,0.018518518518518517
min-max normalization,0.018518518518518517
sigmoid function,0.018518518518518517
engineering applications,0.018518518518518517
text mining,0.018518518518518517
elbow method,0.018518518518518517
discovery-driven exploration,0.018518518518518517
visibility graphs,0.009259259259259259
data constraints,0.009259259259259259
spectral clustering,0.009259259259259259
symbolic sequences,0.009259259259259259
recommender systems,0.009259259259259259
discrete Fourier transform,0.009259259259259259
frequent pattern-based classiﬁcation,0.009259259259259259
selection dimensions,0.009259259259259259
classes,0.009259259259259259
TrAdaBoost,0.009259259259259259
social science/social studies data mining,0.009259259259259259
reachability distance,0.009259259259259259
nearest-neighbor clustering algorithm,0.009259259259259259
pairwise comparison,0.009259259259259259
web search engines,0.009259259259259259
holdout method,0.009259259259259259
shrinking diameter,0.009259259259259259
heterogeneous networks,0.009259259259259259
adaptive probabilistic networks,0.009259259259259259
no materialization,0.009259259259259259
rule quality measures,0.009259259259259259
BOAT Tree construction,0.009259259259259259
statistical theory,0.009259259259259259
information networks,0.009259259259259259
rough set approach,0.009259259259259259
ad hoc data mining,0.009259259259259259
information processing,0.009259259259259259
neural networks,0.009259259259259259
dimensional cells,0.009259259259259259
frequent itemset mining,0.009259259259259259
join indexing,0.009259259259259259
closure checking,0.009259259259259259
applications,0.009259259259259259
entity identiﬁcation problem,0.009259259259259259
object matching,0.009259259259259259
machine learning,0.009259259259259259
PAM,0.009259259259259259
Ng-Jordan-Weiss algorithm,0.009259259259259259
prime relations,0.009259259259259259
core ratio,0.009259259259259259
antimonotonic constraints,0.009259259259259259
predictive mining tasks,0.009259259259259259
partition matrix,0.009259259259259259
target classes,0.009259259259259259
Markov chains,0.009259259259259259
minimum conﬁdence threshold,0.009259259259259259
contingency tables,0.009259259259259259
MOLAP,0.009259259259259259
Classiﬁcation based on Predictive Association Rules,0.009259259259259259
enterprise warehouses,0.009259259259259259
true positives,0.009259259259259259
unordered rules,0.009259259259259259
fact constellation,0.009259259259259259
DENCLUE,0.009259259259259259
version space,0.009259259259259259
k-means,0.009259259259259259
transactions,0.009259259259259259
CMAR Association Rules,0.009259259259259259
CN2,0.009259259259259259
trends,0.009259259259259259
clustering with obstacles problem,0.009259259259259259
dimension tables,0.009259259259259259
SAS Enterprise Miner,0.009259259259259259
antimonotonicity,0.009259259259259259
proﬁles,0.009259259259259259
cosine measure,0.009259259259259259
upper approximation,0.009259259259259259
exploratory data mining mining,0.009259259259259259
splitting rules,0.0
spiral method,0.0
star-nodes,0.0
speciﬁcity measure,0.0
hybrid OLAP,0.0
advanced database systems,0.0
statistical hypothesis test,0.0
transaction reduction,0.0
FP-trees,0.0
triangle inequality,0.0
FP-growth,0.0
Eclat,0.0
Constrained Vector Quantization Error algorithm,0.0
two sample t-test,0.0
Clustering Large Applications,0.0
Classiﬁcation based on Multiple Association Rules,0.0
unique rules,0.0
Classiﬁcation Based on Associations,0.0
Chernoff faces,0.0
unsupervised learning,0.0
user interaction,0.0
variables,0.0
CLARANS based upon Randomized Search,0.0
visible points,0.0
Boolean association rules,0.0
warehouse database servers,0.0
warehouse refresh software,0.0
Basic Local Alignment Search Tool,0.0
BI,0.0
Apriori property,0.0
Apriori algorithm,0.0
ﬁve-number summary,0.0
topic model,0.0
top-k strategies,0.0
top-down view,0.0
Minimum Description Length,0.0
activation function,0.0
stratiﬁed cross-validation,0.0
structure similarity search,0.0
subjective interestingness measures,0.0
Semantic Web,0.0
SCAN Networks,0.0
RainForest,0.0
Probability-Based Ensemble,0.0
Pearson’s correlation coefﬁcient,0.0
sum of the squared error,0.0
summary fact tables,0.0
surface web,0.0
top-down subspace search,0.0
t-test,0.0
Laplacian correction,0.0
targeted marketing,0.0
term-frequency vectors,0.0
terminating conditions,0.0
all-versus-all,0.0
theoretical foundations,0.0
threshold-moving approach,0.0
Grubb’s test,0.0
Frag-Shells,0.0
top-down design approach,0.0
specialized SQL servers,0.0
cloud computing,0.0
analysis of variance,0.0
minimal spanning tree algorithm,0.0
divisive hierarchical method,0.0
drill-across operation,0.0
drill-down operation,0.0
drill-through operation,0.0
eager learners,0.0
missing values,0.0
minimum support threshold,0.0
minimal interval size,0.0
distributed privacy preservation,0.0
midrange,0.0
metarule-guided mining,0.0
metadata,0.0
mean,0.0
maximum normed residual test,0.0
maximal frequent itemsets,0.0
entity-relationship,0.0
multidimensional association rules,0.0
discriminative frequent pattern-based classiﬁcation,0.0
lower approximation,0.0
decimal scaling,0.0
one-pass cube computation,0.0
data types,0.0
data/pattern analysis,0.0
null-transactions,0.0
null-invariant measures,0.0
database management systems,0.0
nonparametric statistical methods,0.0
deep web,0.0
discrete wavelet transform,0.0
density estimation,0.0
descriptive mining tasks,0.0
direct discriminative pattern mining,0.0
mutually exclusive rules,0.0
multiway array aggregation,0.0
multiple-phase clustering,0.0
multiple sequence alignment,0.0
epoch updating,0.0
evolutionary searches,0.0
online analytical mining,0.0
grouping variables,0.0
intercuboid query expansion,0.0
interactive mining,0.0
geometric projection visualization,0.0
intelligent query answering,0.0
graph and network data clustering,0.0
group-based support,0.0
group-by clause,0.0
information gain,0.0
gene expression,0.0
information extraction systems,0.0
information age,0.0
hash-based technique,0.0
heterogeneous transfer learning,0.0
hierarchical visualization,0.0
imbalance ratio,0.0
high-dimensional data clustering,0.0
geodesic distance,0.0
interquartile range,0.0
logistic function,0.0
kernel density estimation,0.0
log-linear models,0.0
local proximity-based outliers,0.0
local outlier factor,0.0
exception-based,0.0
